,Datetime,Open,High,Low,Close,Volume,Final Lowerband,Final Upperband,super,Supertrend,Signal
0,2024-06-20 05:10:00+00:00,65303.62890625,65303.62890625,65268.31640625,65274.8046875,33859584,0.0,0.0,0.0,65274.8046875,1
1,2024-06-20 06:15:00+00:00,65570.2890625,65570.2890625,65484.36328125,65504.49609375,35917824,65485.28459659106,0.0,65485.28459659106,19.211497158939892,-1
2,2024-06-20 06:25:00+00:00,65507.7890625,65507.7890625,65470.51171875,65484.95703125,4407296,0.0,65548.00743771285,65548.00743771285,-63.050406462847604,1
3,2024-06-20 06:35:00+00:00,65559.5,65586.53125,65559.5,65560.4375,10276864,65514.842148503296,0.0,65514.842148503296,45.5953514967041,-1
4,2024-06-20 06:55:00+00:00,65424.81640625,65424.81640625,65407.18359375,65417.24609375,0,0.0,65460.61263589321,65460.61263589321,-43.36654214320879,1
5,2024-06-20 08:05:00+00:00,65821.2109375,65848.9453125,65796.3359375,65826.4296875,1220608,65784.21024870974,0.0,65784.21024870974,42.21943879025639,-1
6,2024-06-20 09:25:00+00:00,65621.4375,65621.4375,65609.234375,65609.234375,0,0.0,65654.26123265167,65654.26123265167,-45.02685765166825,1
7,2024-06-20 10:00:00+00:00,65684.1953125,65711.3671875,65662.5859375,65662.5859375,0,65660.05985399534,0.0,65660.05985399534,2.5260835046647117,-1
8,2024-06-20 10:10:00+00:00,65664.1171875,65697.3671875,65664.1171875,65697.3671875,4218880,0.0,65699.30889650072,65699.30889650072,-1.941709000719129,1
9,2024-06-20 10:15:00+00:00,65702.6875,65729.328125,65702.6875,65729.328125,817152,65673.33035708181,0.0,65673.33035708181,55.99776791819022,-1
10,2024-06-20 10:30:00+00:00,65703.0625,65719.625,65699.7421875,65719.625,5197824,0.0,65728.49790459011,65728.49790459011,-8.87290459011274,1
11,2024-06-20 11:15:00+00:00,66374.8515625,66425.34375,66374.8515625,66401.15625,105074688,66315.65753916072,0.0,66315.65753916072,85.49871083928156,-1
12,2024-06-20 12:00:00+00:00,66143.40625,66167.4765625,66059.828125,66124.4375,0,0.0,66193.74375607562,66193.74375607562,-69.30625607562251,1
13,2024-06-20 12:10:00+00:00,66219.3984375,66264.5078125,66149.3203125,66149.3203125,60411904,66116.71273832962,0.0,66116.71273832962,32.60757417038258,-1
14,2024-06-20 12:40:00+00:00,65944.125,65959.75,65927.5625,65945.5625,76693504,0.0,66037.04919259598,66037.04919259598,-91.48669259597955,1
15,2024-06-20 12:50:00+00:00,66052.578125,66075.671875,66042.2421875,66042.2421875,60248064,65971.19161664977,0.0,65971.19161664977,71.05057085023145,-1
16,2024-06-20 13:35:00+00:00,65206.23046875,65313.2421875,65206.23046875,65313.2421875,278685696,0.0,65373.49692421647,65373.49692421647,-60.25473671647342,1
17,2024-06-20 13:45:00+00:00,65399.15234375,65467.0546875,65399.15234375,65467.0546875,77410304,65322.44753420587,0.0,65322.44753420587,144.60715329412778,-1
18,2024-06-20 14:20:00+00:00,64750.1328125,64843.421875,64676.48046875,64843.421875,110329856,0.0,64879.214673275164,64879.214673275164,-35.79279827516439,1
