,Datetime,Open,High,Low,Close,Volume,Final Lowerband,Final Upperband,super,Supertrend,Signal
0,2024-06-20 04:30:00+00:00,65133.75390625,65181.88671875,65133.75390625,65181.88671875,0,0.0,0.0,0.0,65181.88671875,
1,2024-06-20 04:35:00+00:00,65222.6640625,65222.6640625,65198.78515625,65205.4375,45056,0.0,0.0,0.0,65205.4375,
2,2024-06-20 04:40:00+00:00,65214.16796875,65214.16796875,65189.546875,65189.546875,0,0.0,0.0,0.0,65189.546875,
3,2024-06-20 04:45:00+00:00,65149.5234375,65179.8828125,65149.5234375,65179.8828125,0,0.0,0.0,0.0,65179.8828125,
4,2024-06-20 04:50:00+00:00,65214.91015625,65282.0703125,65214.91015625,65238.8046875,3514368,0.0,0.0,0.0,65238.8046875,
5,2024-06-20 04:55:00+00:00,65216.4296875,65274.99609375,65216.4296875,65274.99609375,8663040,0.0,0.0,0.0,65274.99609375,
6,2024-06-20 05:00:00+00:00,65263.4921875,65263.4921875,65231.0703125,65236.90234375,0,0.0,0.0,0.0,65236.90234375,
7,2024-06-20 05:05:00+00:00,65271.7109375,65306.2109375,65269.94140625,65306.2109375,21592064,0.0,0.0,0.0,65306.2109375,
8,2024-06-20 05:10:00+00:00,65303.62890625,65303.62890625,65268.31640625,65274.8046875,33859584,0.0,0.0,0.0,65274.8046875,1
9,2024-06-20 05:15:00+00:00,65279.65625,65295.40234375,65267.3984375,65267.3984375,0,65232.53294771049,0.0,65232.53294771049,34.86548978951032,
10,2024-06-20 05:20:00+00:00,65262.66796875,65278.12890625,65262.453125,65277.40625,0,65232.53294771049,0.0,65232.53294771049,44.87330228951032,
11,2024-06-20 05:25:00+00:00,65292.55078125,65335.4921875,65292.55078125,65335.4921875,18393088,65268.03236518793,0.0,65268.03236518793,67.45982231207017,
12,2024-06-20 05:30:00+00:00,65326.39453125,65348.0703125,65326.39453125,65348.0703125,15847424,65294.50327862527,0.0,65294.50327862527,53.56703387472953,
13,2024-06-20 05:35:00+00:00,65344.66796875,65381.15625,65339.3515625,65371.6328125,11460608,65317.644630388975,0.0,65317.644630388975,53.9881821110248,
14,2024-06-20 05:40:00+00:00,65383.09765625,65399.12890625,65360.4140625,65360.4140625,21186560,65337.65262390517,0.0,65337.65262390517,22.761438594832725,
15,2024-06-20 05:45:00+00:00,65361.45703125,65402.57421875,65361.45703125,65391.2109375,23353344,65339.89169568488,0.0,65339.89169568488,51.31924181512295,
16,2024-06-20 05:50:00+00:00,65418.2421875,65456.08984375,65417.15625,65456.08984375,47337472,65391.76817573638,0.0,65391.76817573638,64.32166801361745,
17,2024-06-20 05:55:00+00:00,65516.00390625,65557.609375,65516.00390625,65557.609375,47300608,65485.28459659106,0.0,65485.28459659106,72.32477840893989,
18,2024-06-20 06:00:00+00:00,65495.62109375,65562.3828125,65485.984375,65557.3046875,14428160,65485.28459659106,0.0,65485.28459659106,72.02009090893989,
19,2024-06-20 06:05:00+00:00,65529.13671875,65529.13671875,65458.82421875,65499.10546875,52156416,65485.28459659106,0.0,65485.28459659106,13.820872158939892,
20,2024-06-20 06:10:00+00:00,65504.77734375,65583.0546875,65504.77734375,65583.0546875,50640896,65485.28459659106,0.0,65485.28459659106,97.77009090893989,
21,2024-06-20 06:15:00+00:00,65570.2890625,65570.2890625,65484.36328125,65504.49609375,35917824,65485.28459659106,0.0,65485.28459659106,19.211497158939892,-1
22,2024-06-20 06:20:00+00:00,65501.31640625,65501.31640625,65468.99609375,65468.99609375,33388544,0.0,65548.00743771285,65548.00743771285,-79.0113439628476,
23,2024-06-20 06:25:00+00:00,65507.7890625,65507.7890625,65470.51171875,65484.95703125,4407296,0.0,65548.00743771285,65548.00743771285,-63.050406462847604,1
24,2024-06-20 06:30:00+00:00,65505.31640625,65549.203125,65505.31640625,65549.203125,3147776,65466.59100286316,0.0,65466.59100286316,82.61212213683757,
25,2024-06-20 06:35:00+00:00,65559.5,65586.53125,65559.5,65560.4375,10276864,65514.842148503296,0.0,65514.842148503296,45.5953514967041,-1
26,2024-06-20 06:40:00+00:00,65562.9453125,65562.9453125,65489.33984375,65489.33984375,3696640,0.0,65585.95453080625,65585.95453080625,-96.61468705625157,
27,2024-06-20 06:45:00+00:00,65484.671875,65484.671875,65432.0234375,65432.0234375,0,0.0,65517.896272645965,65517.896272645965,-85.87283514596493,
28,2024-06-20 06:50:00+00:00,65423.9296875,65423.9296875,65379.71875,65398.69921875,0,0.0,65460.61263589321,65460.61263589321,-61.91341714320879,
29,2024-06-20 06:55:00+00:00,65424.81640625,65424.81640625,65407.18359375,65417.24609375,0,0.0,65460.61263589321,65460.61263589321,-43.36654214320879,1
30,2024-06-20 07:00:00+00:00,65436.90625,65473.52734375,65436.90625,65473.52734375,0,65399.74608432029,0.0,65399.74608432029,73.78125942970655,
31,2024-06-20 07:05:00+00:00,65487.92578125,65531.7890625,65487.92578125,65531.7890625,0,65454.097684502354,0.0,65454.097684502354,77.69137799764576,
32,2024-06-20 07:10:00+00:00,65530.28125,65544.7421875,65525.1640625,65540.359375,0,65482.926927008506,0.0,65482.926927008506,57.43244799149397,
33,2024-06-20 07:15:00+00:00,65546.8828125,65890.9140625,65546.8828125,65890.9140625,33974272,65636.16534463609,0.0,65636.16534463609,254.74871786391304,
34,2024-06-20 07:20:00+00:00,65886.6640625,65892.078125,65822.5,65864.0234375,195782656,65775.90524077733,0.0,65775.90524077733,88.11819672267302,
35,2024-06-20 07:25:00+00:00,65830.015625,65856.96875,65827.4296875,65856.96875,27533312,65775.90524077733,0.0,65775.90524077733,81.06350922267302,
36,2024-06-20 07:30:00+00:00,65834.109375,65882.015625,65834.109375,65854.734375,0,65784.21024870974,0.0,65784.21024870974,70.52412629025639,
37,2024-06-20 07:35:00+00:00,65797.625,65886.359375,65793.59375,65862.5859375,37015552,65784.21024870974,0.0,65784.21024870974,78.37568879025639,
38,2024-06-20 07:40:00+00:00,65887.25,65887.25,65817.3984375,65817.3984375,28139520,65784.21024870974,0.0,65784.21024870974,33.18818879025639,
39,2024-06-20 07:45:00+00:00,65832.875,65860.8125,65832.875,65860.8125,6541312,65784.21024870974,0.0,65784.21024870974,76.60225129025639,
40,2024-06-20 07:50:00+00:00,65801.0078125,65812.984375,65799.875,65812.984375,35198976,65784.21024870974,0.0,65784.21024870974,28.77412629025639,
41,2024-06-20 07:55:00+00:00,65799.359375,65809.078125,65787.828125,65809.078125,1538048,65784.21024870974,0.0,65784.21024870974,24.86787629025639,
42,2024-06-20 08:00:00+00:00,65836.3359375,65863.6015625,65833.4765625,65833.4765625,0,65784.21024870974,0.0,65784.21024870974,49.26631379025639,
43,2024-06-20 08:05:00+00:00,65821.2109375,65848.9453125,65796.3359375,65826.4296875,1220608,65784.21024870974,0.0,65784.21024870974,42.21943879025639,-1
44,2024-06-20 08:10:00+00:00,65806.5625,65806.5625,65760.7578125,65760.7578125,16957440,0.0,65847.62799418863,65847.62799418863,-86.87018168863142,
45,2024-06-20 08:15:00+00:00,65757.171875,65757.171875,65715.796875,65718.046875,0,0.0,65798.5364744486,65798.5364744486,-80.48959944859962,
46,2024-06-20 08:20:00+00:00,65719.75,65800.2734375,65719.75,65796.2890625,26210304,0.0,65798.5364744486,65798.5364744486,-2.24741194859962,
47,2024-06-20 08:25:00+00:00,65762.1640625,65769.5,65761.140625,65761.140625,24997888,0.0,65798.5364744486,65798.5364744486,-37.39584944859962,
48,2024-06-20 08:30:00+00:00,65748.2265625,65761.078125,65726.546875,65726.546875,0,0.0,65798.5364744486,65798.5364744486,-71.98959944859962,
49,2024-06-20 08:35:00+00:00,65711.0,65726.9453125,65659.859375,65659.859375,0,0.0,65752.76423255104,65752.76423255104,-92.90485755103873,
50,2024-06-20 08:40:00+00:00,65663.140625,65663.1953125,65613.5078125,65613.5078125,22831104,0.0,65696.74150414349,65696.74150414349,-83.23369164348696,
51,2024-06-20 08:45:00+00:00,65655.7421875,65655.7421875,65615.6640625,65615.6640625,21800960,0.0,65692.47073747205,65692.47073747205,-76.80667497204558,
52,2024-06-20 08:50:00+00:00,65615.4375,65655.390625,65615.4375,65655.390625,209876992,0.0,65690.49388502564,65690.49388502564,-35.103260025643976,
53,2024-06-20 08:55:00+00:00,65669.484375,65708.6640625,65665.03125,65665.03125,9469952,0.0,65690.49388502564,65690.49388502564,-25.462635025643976,
54,2024-06-20 09:00:00+00:00,65661.5,65678.8125,65658.234375,65658.234375,0,0.0,65690.49388502564,65690.49388502564,-32.259510025643976,
55,2024-06-20 09:05:00+00:00,65670.34375,65670.34375,65649.0859375,65662.0390625,3241984,0.0,65690.49388502564,65690.49388502564,-28.454822525643976,
56,2024-06-20 09:10:00+00:00,65658.6484375,65659.3515625,65635.46875,65635.46875,25352192,0.0,65690.49388502564,65690.49388502564,-55.025135025643976,
57,2024-06-20 09:15:00+00:00,65617.3203125,65617.3203125,65601.109375,65609.6875,0,0.0,65654.26123265167,65654.26123265167,-44.57373265166825,
58,2024-06-20 09:20:00+00:00,65621.7734375,65633.3359375,65621.0,65633.3359375,0,0.0,65654.26123265167,65654.26123265167,-20.92529515166825,
59,2024-06-20 09:25:00+00:00,65621.4375,65621.4375,65609.234375,65609.234375,0,0.0,65654.26123265167,65654.26123265167,-45.02685765166825,1
60,2024-06-20 09:30:00+00:00,65597.828125,65724.3046875,65597.828125,65683.546875,20555776,65611.48793865531,0.0,65611.48793865531,72.05893634469248,
61,2024-06-20 09:35:00+00:00,65672.2109375,65697.7890625,65672.2109375,65697.7890625,49809408,65637.82506519505,0.0,65637.82506519505,59.96399730494886,
62,2024-06-20 09:40:00+00:00,65689.46875,65689.46875,65659.8203125,65659.8203125,22683648,65637.82506519505,0.0,65637.82506519505,21.99524730494886,
63,2024-06-20 09:45:00+00:00,65654.6796875,65693.90625,65643.6953125,65693.90625,10776576,65637.82506519505,0.0,65637.82506519505,56.08118480494886,
64,2024-06-20 09:50:00+00:00,65695.7578125,65713.53125,65694.4765625,65709.0546875,14153728,65660.05985399534,0.0,65660.05985399534,48.99483350466471,
65,2024-06-20 09:55:00+00:00,65706.7890625,65706.7890625,65682.8984375,65686.8671875,0,65660.05985399534,0.0,65660.05985399534,26.80733350466471,
66,2024-06-20 10:00:00+00:00,65684.1953125,65711.3671875,65662.5859375,65662.5859375,0,65660.05985399534,0.0,65660.05985399534,2.5260835046647117,-1
67,2024-06-20 10:05:00+00:00,65677.65625,65677.65625,65635.4296875,65643.578125,0,0.0,65699.30889650072,65699.30889650072,-55.73077150071913,
68,2024-06-20 10:10:00+00:00,65664.1171875,65697.3671875,65664.1171875,65697.3671875,4218880,0.0,65699.30889650072,65699.30889650072,-1.941709000719129,1
69,2024-06-20 10:15:00+00:00,65702.6875,65729.328125,65702.6875,65729.328125,817152,65673.33035708181,0.0,65673.33035708181,55.99776791819022,-1
70,2024-06-20 10:20:00+00:00,65705.9140625,65705.9140625,65660.4921875,65660.4921875,0,0.0,65728.49790459011,65728.49790459011,-68.00571709011274,
71,2024-06-20 10:25:00+00:00,65668.90625,65706.21875,65668.90625,65706.21875,0,0.0,65728.49790459011,65728.49790459011,-22.27915459011274,
72,2024-06-20 10:30:00+00:00,65703.0625,65719.625,65699.7421875,65719.625,5197824,0.0,65728.49790459011,65728.49790459011,-8.87290459011274,1
73,2024-06-20 10:35:00+00:00,65730.7890625,65791.8515625,65730.7890625,65791.8515625,16801792,65715.58427584128,0.0,65715.58427584128,76.2672866587236,
74,2024-06-20 10:40:00+00:00,65803.6640625,65803.6640625,65770.390625,65770.390625,15669248,65742.53802827962,0.0,65742.53802827962,27.852596720375004,
75,2024-06-20 10:45:00+00:00,65758.6484375,65825.234375,65758.6484375,65825.234375,0,65745.24169253696,0.0,65745.24169253696,79.99268246303836,
76,2024-06-20 10:50:00+00:00,65861.28125,65861.28125,65822.96875,65822.96875,1351680,65796.26425909059,0.0,65796.26425909059,26.704490909411106,
77,2024-06-20 10:55:00+00:00,65865.28125,66095.5234375,65865.28125,66095.5234375,101869568,65911.86609210637,0.0,65911.86609210637,183.65734539362893,
78,2024-06-20 11:00:00+00:00,66190.640625,66190.640625,66099.9453125,66133.21875,40867840,66074.09797811332,0.0,66074.09797811332,59.120771886678995,
79,2024-06-20 11:05:00+00:00,66177.796875,66385.859375,66177.796875,66385.859375,93399040,66192.4846059363,0.0,66192.4846059363,193.37476906369557,
80,2024-06-20 11:10:00+00:00,66307.8203125,66385.5078125,66307.8203125,66385.5078125,178991104,66258.45121141258,0.0,66258.45121141258,127.05660108741722,
81,2024-06-20 11:15:00+00:00,66374.8515625,66425.34375,66374.8515625,66401.15625,105074688,66315.65753916072,0.0,66315.65753916072,85.49871083928156,-1
82,2024-06-20 11:20:00+00:00,66338.84375,66338.84375,66294.203125,66294.203125,87203840,0.0,66403.21521399744,66403.21521399744,-109.01208899743506,
83,2024-06-20 11:25:00+00:00,66320.109375,66386.0703125,66320.109375,66386.0703125,65916928,0.0,66403.21521399744,66403.21521399744,-17.144901497435058,
84,2024-06-20 11:30:00+00:00,66387.2578125,66438.9609375,66387.2578125,66398.9296875,25714688,0.0,66403.21521399744,66403.21521399744,-4.2855264974350575,
85,2024-06-20 11:35:00+00:00,66334.234375,66334.234375,66243.2421875,66243.2421875,12093440,0.0,66379.70723136097,66379.70723136097,-136.46504386096785,
86,2024-06-20 11:40:00+00:00,66248.140625,66248.140625,66173.5703125,66173.5703125,0,0.0,66300.18438372329,66300.18438372329,-126.61407122328819,
87,2024-06-20 11:45:00+00:00,66181.640625,66181.640625,66143.3671875,66153.203125,0,0.0,66246.7267932739,66246.7267932739,-93.52366827390506,
88,2024-06-20 11:50:00+00:00,66170.796875,66200.046875,66153.0859375,66153.0859375,0,0.0,66246.7267932739,66246.7267932739,-93.64085577390506,
89,2024-06-20 11:55:00+00:00,66141.3359375,66177.109375,66131.28125,66131.28125,0,0.0,66231.22459987501,66231.22459987501,-99.94334987501497,
90,2024-06-20 12:00:00+00:00,66143.40625,66167.4765625,66059.828125,66124.4375,0,0.0,66193.74375607562,66193.74375607562,-69.30625607562251,1
91,2024-06-20 12:05:00+00:00,66101.59375,66255.015625,66101.59375,66255.015625,49694720,66090.8797764033,0.0,66090.8797764033,164.13584859670664,
92,2024-06-20 12:10:00+00:00,66219.3984375,66264.5078125,66149.3203125,66149.3203125,60411904,66116.71273832962,0.0,66116.71273832962,32.60757417038258,-1
93,2024-06-20 12:15:00+00:00,66111.390625,66111.390625,66030.1015625,66034.6953125,24264704,0.0,66163.84930553957,66163.84930553957,-129.15399303956656,
94,2024-06-20 12:20:00+00:00,65997.1953125,65997.1953125,65913.15625,65913.15625,101701632,0.0,66051.12270602639,66051.12270602639,-137.96645602639182,
95,2024-06-20 12:25:00+00:00,65913.4921875,66035.671875,65913.4921875,66035.671875,82642944,0.0,66051.12270602639,66051.12270602639,-15.450831026391825,
96,2024-06-20 12:30:00+00:00,66035.1875,66079.8671875,65988.9375,65988.9375,49678336,0.0,66051.12270602639,66051.12270602639,-62.185206026391825,
97,2024-06-20 12:35:00+00:00,65951.9453125,66013.5625,65951.9453125,66013.5625,130973696,0.0,66051.12270602639,66051.12270602639,-37.560206026391825,
98,2024-06-20 12:40:00+00:00,65944.125,65959.75,65927.5625,65945.5625,76693504,0.0,66037.04919259598,66037.04919259598,-91.48669259597955,1
99,2024-06-20 12:45:00+00:00,65989.6171875,66043.0546875,65986.359375,66043.0546875,9664512,65920.90415327517,0.0,65920.90415327517,122.15053422482742,
